Clave de incidencia,Nombre del proyecto,Resumen,Descripción,Tipo de Incidencia,Principal,Story Point,Creada,Paso a Done,j.10% Título descriptivo,k.10% Claridad y consistencia,l.10% Estándar JIT,m.20% Uso de Gherkin,n.10% Criterios SMART,o.10% Segmentación INVEST,p.5% Revisión colaborativa,q.10% Seguimiento y ajustes,r.5% Prioridad y valor,s.5% Documentación adecuada,t.5% Uso de plantilla estándar,v. Suma de checklist,Tipo Normalizado,Explicación Título descriptivo,Explicación Claridad y consistencia,Explicación Uso de Gherkin,Explicación Criterios SMART,Explicación Segmentación INVEST,Explicación Uso de plantilla estándar
1156965,Capa de Integración V2,"Dado que se consuma el stepfucntion, Cuando se parametrice la consulta a la bd con un limite de x registros. Entonces al recibir respuesta validar si existen mas registros se debe traer y procesar hasta que se cumpla el numero de paginado parametrizado",,Criterio de aceptación,1134869,,18/02/2025 15:14,18/02/2025 20:15,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No. El texto no está en formato Gherkin (Given/When/Then) ya que no sigue la estructura clara de ""Dado/Cuando/Entonces"" que se utiliza en el lenguaje de especificación de comportamiento. En su lugar, el texto describe una secuencia de acciones sin una clara separación en pasos de preparación, acción y resultado.","SÍ cumple SMART. Respuesta LLM: Sí. Este criterio de aceptación es SMART porque es específico al mencionar que se debe parametrizar la consulta con un límite de registros, es medible al indicar que se debe validar si existe un número específico de registros y procesarlos, es alcanzable al ser factible de implementar, es relevante al ser importante para el funcionamiento correcto del sistema y está definido en cuanto a tiempo al mencionar que se debe cumplir",,
1156962,Capa de Integración V2,Dado que se consuma el stepFunction. Cuando se relalice la consulta a la Base de datos. Entonces debe traer solo los campos requeridos para el reverso,,Criterio de aceptación,1134869,,18/02/2025 15:13,18/02/2025 20:15,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No. Este texto no está en formato Gherkin (Given/When/Then) porque no se está siguiendo la estructura correcta. Además, hay errores gramaticales como ""relalice"" en lugar de ""realice"". Para que esté en formato Gherkin, debería ser algo como: ""Dado que se haya consumido el stepFunction, cuando se realice la consulta a la Base de datos, entonces solo deben traerse los campos requeridos","SÍ cumple SMART. Respuesta LLM: Sí. Este criterio de aceptación es SMART:
- Específico: Se refiere a traer solo los campos requeridos para el reverso al realizar la consulta a la Base de datos.
- Medible: Se puede medir si se traen solo los campos requeridos para el reverso.
- Alcanzable: Es posible implementar la consulta de forma que solo traiga los campos requeridos.
- Relevante: Es relevante para el proceso de",,
1156843,Capa de Integración V2,DADO QUE se consutla el estado de una transferencia ACH CUANDO esta es rechazada ENTONCES en la mensajeria de respuesta se debe ver el campo <ifx:XferStatus>.<ifx:Status>.<ifx:ServerStatusDesc/> poblado con el valor correspondiente ,,Criterio de aceptación,1156627,,18/02/2025 14:33,26/02/2025 20:17,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No.

El texto no está en formato Gherkin (Given/When/Then) porque no sigue la estructura de acciones claramente separadas en 'Dado', 'Cuando' y 'Entonces'. Aunque hace referencia a una condición y una consecuencia, no están claramente definidas en diferentes pasos como lo haría un escenario en Gherkin.","SÍ cumple SMART. Respuesta LLM: Sí, es un criterio SMART.
- Específico: Se especifica claramente lo que se espera en la mensajería de respuesta.
- Medible: Se puede medir si el campo <ifx:XferStatus>.<ifx:Status>.<ifx:ServerStatusDesc/> está poblado con el valor correspondiente.
- Alcanzable: Es una tarea alcanzable para verificar si el campo en la mensajería está pobl",,
1156315,Tribu API Canales y transaccional producto,Dado que necesito enviar archivos al emisor de TC Cuando: Se debe realizar el cargue en postcard Entonces: Espero que queden los archivos en la ruta esperada para realizar el respectivo cargue,,Criterio de aceptación,1112946,,18/02/2025 10:42,,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: Sí, el texto está en formato Gherkin porque sigue la estructura de Given/When/Then. En la primera línea se establece el contexto inicial (Given), luego se describe la acción a realizar (When) y por último se especifica el resultado esperado (Then).","SÍ cumple SMART. Respuesta LLM: Sí. Específico: Se especifica que se deben enviar archivos al emisor de TC. Medible: Se podrá medir si los archivos quedan en la ruta esperada. Alcanzable: Es posible realizar el cargue en postcard. Relevante: Es relevante para el proceso de envío de archivos al emisor de TC. Tiempo definido: No se especifica un plazo específico, por lo que podría mejorarse en este",,
1156310,Tribu API Canales y transaccional producto,Dado que necesito enviar archivos al emisor de TC Cuando: Se debe realizar el cargue en postcard Entonces: Espero que se envÃ­en los 13 archivos al servidor de Portal,,Criterio de aceptación,1112946,,18/02/2025 10:41,,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: Sí, este texto está en formato Gherkin (Given/When/Then) ya que cumple con la estructura de tener una condición inicial (Dado), una acción (Cuando), y un resultado esperado (Entonces).","SÍ cumple SMART. Respuesta LLM: Sí. El criterio de aceptación es SMART:
- Específico: Se indica claramente que se deben enviar 13 archivos al servidor de Portal.
- Medible: Se puede medir si se enviaron los 13 archivos al servidor.
- Alcanzable: Parece ser una tarea alcanzable por parte del emisor de TC.
- Relevante: Es relevante para el proceso de carga en postcard.
- Tiempo definido: Se",,
1155458,Tribu API Canales y transaccional producto,Dado que requiero hacer bloqueos de Tarjeta dÃ©bito Cuando se invoca el servicio por PPE Entonces: Espero que se realice satisfactoriamente el bloqueo a travÃ©s de PPE,,Criterio de aceptación,1138147,,17/02/2025 18:58,,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No. El texto está en un formato similar al de Gherkin, pero no sigue exactamente la estructura de Given/When/Then. Aunque se mencionan los elementos ""Dado"", ""Cuando"" y ""Entonces"", no están claramente separados y falta la estructura característica de puntos y comas entre las partes.","SÍ cumple SMART. Respuesta LLM: Sí. Es específico porque menciona claramente lo que se espera lograr (realizar bloqueos de tarjeta débito). Es medible ya que se puede verificar si el bloqueo se realizó satisfactoriamente o no. Es alcanzable ya que es una tarea que se puede llevar a cabo con los recursos disponibles. Es relevante porque tiene importancia para el funcionamiento del sistema. No está claramente definido en cuanto a tiempo, por lo",,
1155456,Tribu API Canales y transaccional producto,Dado que requiero hacer bloqueos de Tarjeta dÃ©bito Cuando se invoca el servicio por PPE Entonces: Espero que se pueda consumir el actual servicio con el canal PPE,,Criterio de aceptación,1138147,,17/02/2025 18:58,,0.0,0.0,10.0,20.0,0.0,0.0,5.0,10.0,5.0,5.0,0.0,55.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No. 

El texto no está en formato Gherkin (Given/When/Then) ya que no sigue la estructura clara de ""Dado/Cuando/Entonces"". Aunque se mencionan las palabras ""Dado"", ""Cuando"" y ""Entonces"", no siguen un orden lógico y coherente para describir un escenario de prueba. Además, falta claridad en las acciones y resultados esperados.","NO cumple SMART. Respuesta LLM: No.

Explicación: Aunque el resumen es específico, medible y relevante, no es alcanzable ni tiene un tiempo definido. No se establece claramente cómo se va a medir que se pueda consumir el servicio con el canal PPE ni en qué plazo se espera que esto se logre.",,
1155360,Tribu API Canales y transaccional producto,DADO QUE Necesito consumir la información del API de Asignación Comercial CUANDO se requiere en HNT ENTONCES espero que se haga validación tÃ©cnica de un par de desarrollo,,Criterio de aceptación,1007912,,17/02/2025 17:35,,0.0,0.0,10.0,20.0,0.0,0.0,5.0,10.0,5.0,5.0,0.0,55.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No. Este texto no está en formato Gherkin (Given/When/Then) ya que no sigue la estructura clara de ""Dado/Cuando/Entonces"". A pesar de utilizar elementos como ""DADO QUE"", ""CUANDO"" y ""ENTONCES"", no están claramente separados como en el formato Gherkin.","NO cumple SMART. Respuesta LLM: No. El criterio de aceptación no es SMART ya que no presenta un objetivo específico, ni medible, ni tiempo definido. Además, la relevancia no queda clara en el resumen.",,
1155358,Tribu API Canales y transaccional producto,DADO QUE Necesito consumir la información del API de Asignación Comercial CUANDO se requiere en HNT ENTONCES espero documentos con la información necesaria para catalogar en producción la API KEY,,Criterio de aceptación,1007912,,17/02/2025 17:35,,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No.

Este texto no está en formato Gherkin (Given/When/Then) ya que no sigue la estructura clara de ""Dado/Cuando/Entonces"". Aunque contiene elementos similares, como ""DADO QUE"" y ""EN ENTONCES"", no está presentado de manera coherente en un escenario claro de acción, condición y resultado esperado.","SÍ cumple SMART. Respuesta LLM: Sí, es un criterio SMART.
- Específico: Sí, se menciona claramente qué información se necesita del API de Asignación Comercial.
- Medible: Sí, se puede medir si se reciben los documentos con la información necesaria para catalogar la API KEY.
- Alcanzable: Sí, parece un objetivo alcanzable si se siguen los pasos necesarios.
- Relevante: Sí, es",,
1155355,Tribu API Canales y transaccional producto,DADO QUE Necesito consumir la información del API de Asignación Comercial CUANDO se requiere en HNT ENTONCES espero que se parametrice la aplicación y componente de llaves y contraseÃ±a en Argus,,Criterio de aceptación,1007912,,17/02/2025 17:35,,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No. El texto no está en formato Gherkin (Dado/Cuando/Entonces) ya que no sigue la estructura clara de Given/When/Then. En su lugar, describe una situación de necesidad de consumir información del API de Asignación Comercial y espera que se parametrice la aplicación y componente de llaves y contraseña en Argus.","SÍ cumple SMART. Respuesta LLM: No.

- Específico: Sí, se indica claramente qué se necesita (consumir información del API de Asignación Comercial).
- Medible: No, no se establece cómo se medirá el cumplimiento de este criterio.
- Alcanzable: No, no se especifica si es alcanzable en términos de recursos y tiempo.
- Relevante: Sí, parece relevante para el contexto descrito.
- Tiempo",,
1153446,Capa de Integración V2,"Dado que se consuma el api InternalCreditBureau. Cuando se consuma el recurso ""/V1/Enterprise/ods - GET "". Entonces se debe recibir respuesta de Backend, vlaidar logs y ver registro reporte pentagono exitoso en lambda de pentagono",,Criterio de aceptación,780487,,14/02/2025 14:12,19/02/2025 19:52,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No. El texto no está en formato Given/When/Then ya que solo presenta una serie de acciones sin estructurarse en las secciones claramente definidas de Dado, Cuando y Entonces.","SÍ cumple SMART. Respuesta LLM: Sí, es un criterio SMART porque es específico al mencionar claramente qué se debe hacer, es medible al indicar que se debe recibir una respuesta del Backend y verificar logs, es alcanzable al ser una tarea que se puede realizar, es relevante para el proyecto y tiene un tiempo definido al indicar que se debe ver el registro del reporte pentágono exitoso en un tiempo determinado.",,
1151284,Capa de Integración V2,DADO que se consuma el API de campaÃ±as CUANDO se consulte el recurso /getByCustomer ENTONCES debe visualizarse el evento de OpenTelemetry en el tablero de Grafana,"h1. {color:#00b8d9}*Tablero de Grafana*{color}
[https://grafana.labdigstgmonitoring.com/d/eecy94jwllb0gc/campaign?orgId=14&from=now-6h&to=now&timezone=browser|https://grafana.labdigstgmonitoring.com/d/eecy94jwllb0gc/campaign?orgId=14&from=now-6h&to=now&timezone=browser]",Criterio de aceptación,1123653,,13/02/2025 10:08,19/02/2025 19:54,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: Sí. 

El texto sigue el formato Given/When/Then, donde se establecen las condiciones iniciales (Given), la acción que se realiza (When) y el resultado esperado (Then).","SÍ cumple SMART. Respuesta LLM: Sí, es un criterio SMART.
- Específico: Se menciona claramente qué se debe hacer y qué se espera ver.
- Medible: Se puede verificar si se visualiza el evento de OpenTelemetry en Grafana.
- Alcanzable: Parece un objetivo alcanzable.
- Relevante: Está relacionado con el uso de un API y la monitorización de eventos.
- Tiempo definido: Se menciona el momento en",,
1150037,Capa de Integración V2,"Dado que se consuma el api EventData. Cuando se envÃ­e el recurso ""/V1/Utilities/data/transaction/event/publish-POS"", se presente una falla del backend. Entonces responder HTTP_500 y dejar los logs de acuerdo a descripción HU  para el caso de error",,Criterio de aceptación,1148823,,12/02/2025 12:17,05/03/2025 12:54,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: Sí. 

El texto cumple con el formato Given/When/Then, ya que claramente especifica el estado inicial (Dado que se consuma el api EventData), la acción que se realizará (Cuando se envíe el recurso ""/V1/Utilities/data/transaction/event/publish-POS"") y la consecuencia esperada (Entonces responder HTTP_500 y dejar los logs de acuerdo a descripción HU para el caso de error).","SÍ cumple SMART. Respuesta LLM: Sí. Este criterio de aceptación es SMART:
- Específico: Se detalla claramente lo que se espera que suceda.
- Medible: Se puede medir si se cumple o no, a través de la respuesta HTTP_500 y los logs.
- Alcanzable: Es factible de lograr si se presenta una falla del backend.
- Relevante: Es relevante para garantizar el correcto funcionamiento del API.",,
1150033,Capa de Integración V2,"Dado que se consuma el api EventData. Cuando se envÃ­e el recurso ""/V1/Utilities/data/transaction/event/publish-POST"" con data valida. Entonces responder HTTP_200, dejar los logs de acuerdo a descripción HU. no repetir trazas y ver en grafana.",,Criterio de aceptación,1148823,,12/02/2025 12:16,05/03/2025 12:54,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: Sí, el texto está en formato Gherkin (Dado/Cuando/Entonces) porque sigue la estructura de ""Dado que"", ""Cuando"" y ""Entonces"" para describir un escenario de prueba de manera clara y concisa.","SÍ cumple SMART. Respuesta LLM: Sí. Es un criterio SMART.
- Específico: Se especifica claramente lo que se debe hacer y cuál es el resultado esperado.
- Medible: Se puede medir si se cumple o no, ya que se espera una respuesta HTTP_200.
- Alcanzable: Es factible de lograr si se envía el recurso con la data valida.
- Relevante: Es relevante para el desarrollo del proyecto, ya que",,
1149553,Capa de Integración V2,"Dado que se consuma el api de saldos, Cuando se envie o valide la OTP y falle internamente la aplicación. Entonces se debe obtener respuesta del backend principal HTTP_500",,Criterio de aceptación,1149462,,12/02/2025 10:12,05/03/2025 15:10,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: Sí, el texto está en formato Gherkin (Dado/Cuando/Entonces) porque sigue la estructura de presentar un escenario con un contexto (Dado), una acción (Cuando) y un resultado esperado (Entonces).","SÍ cumple SMART. Respuesta LLM: No.

- Específico: Sí, se especifica claramente el escenario que se debe verificar.
- Medible: Sí, se puede medir si se obtiene la respuesta del backend principal HTTP_500.
- Alcanzable: Sí, es posible realizar esta verificación.
- Relevante: Sí, es relevante para verificar que la aplicación actúe correctamente ante un fallo interno.
- Tiempo definido: No se",,
1149552,Capa de Integración V2,"Dado que se consuma el api Secondary, Cuando se envie o valide la OTP  y presente demoras el backend. Entonces se debe obtener respuesta  HTTP_408",,Criterio de aceptación,1149462,,12/02/2025 10:11,05/03/2025 15:10,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No. 

El texto no está en formato Gherkin (Given/When/Then) porque no sigue la estructura de ""Dado/Cuando/Entonces"" de Gherkin de manera clara y ordenada. Además, contiene errores gramaticales que dificultan su comprensión.","SÍ cumple SMART. Respuesta LLM: Sí. El criterio parece ser SMART:
- Específico: Se menciona claramente qué acción desencadenará el criterio y qué resultado se espera.
- Medible: Se puede medir si se obtiene la respuesta HTTP_408 cuando se cumplen las condiciones mencionadas.
- Alcanzable: Parece ser un objetivo alcanzable para el equipo.
- Relevante: Es relevante para verificar el comportamiento cuando hay demoras en",,
1149549,Capa de Integración V2,"Dado que se consuma el api Secondary, Cuando se envie o valide  la OPT y no cumpla con la estructura . Entonces se debe obtener respuesta HTTP_400",,Criterio de aceptación,1149462,,12/02/2025 10:11,05/03/2025 15:10,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: Sí. El texto sigue la estructura de Gherkin, con las secciones de Given, When y Then claramente identificadas.","SÍ cumple SMART. Respuesta LLM: Sí. Este criterio de aceptación es SMART:
- Específico: Se refiere claramente a la validación de la estructura de la OPT en el envío del API Secondary.
- Medible: Se puede medir si se obtiene una respuesta HTTP_400 cuando la OPT no cumple con la estructura.
- Alcanzable: Es factible implementar una validación de la estructura de la OPT y obtener la respuesta esperada.
-",,
1149543,Capa de Integración V2,"Dado que se consuma el api Secondary, Cuando se envie OTPo valide. Entonces se debe obtener respuesta del backend principal HTTP_200 segÃºn documentación",,Criterio de aceptación,1149462,,12/02/2025 10:11,05/03/2025 17:11,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No. El texto no está completamente en formato Gherkin. Si bien se mencionan las palabras ""Dado"", ""Cuando"" y ""Entonces"", la frase no sigue un formato claro de Given/When/Then, y parece haber errores de redacción que no lo hacen evidente.","SÍ cumple SMART. Respuesta LLM: Sí

- Específico: El criterio está enfocado en la validación del consumo del API Secondary cuando se envía OTP.
- Medible: Se puede verificar si se obtiene la respuesta del backend principal HTTP_200.
- Alcanzable: Es factible comprobar la respuesta del backend principal si se consumió el API Secondary correctamente.
- Relevante: Es importante asegurarse de que la validación del OTP y la respuesta del backend principal se",,
1149462,Capa de Integración V2,AWS - API SecondaryAuth - Ajuste estructuras respuesta segÃºn definición OAS,"h1. {color:#00b8d9}*Descripción*{color}

{color:#00b8d9}*Yo Como*{color} usuario del API SecondaryAuthPublic v2 desde BancaMovil, corporate,

{color:#00b8d9}*Quiero*{color} se valide la estructura de respuestas entregadas por el API,

{color:#00b8d9}*Para*{color} que se estandaricen y sean consecuentes con la documentación

___________________________________________________________________________________________________

h1. {color:#00b8d9}*Material de apoyo*{color}

* Componente
[https://github.com/bancodebogota/bbog-dig-dt-secondary-authentication-method-v2-mngr|https://github.com/bancodebogota/bbog-dig-dt-secondary-authentication-method-v2-mngr|smart-link] 
* Confluence
[https://bancodebogotaconfluence.atlassian.net/wiki/spaces/LABDIGITAL/pages/1973354613/API+secondaryAuthenticationMethodManagement+Private|https://bancodebogotaconfluence.atlassian.net/wiki/spaces/LABDIGITAL/pages/1973354613/API+secondaryAuthenticationMethodManagement+Private|smart-link] 

___________________________________________________________________________________________________

h1. {color:#00b8d9}*Arbol de problema*{color}

{color:#00b8d9}*Raiz del problema*{color}

Se evidencio que el componente no esta cumpliendo con respuestas segÃºn el contrato, esto hace parte de una iniciativa por parte del COE de arquitectura, y se esta utilizando actualmente para BM Corporate, encargado de enviar OTP.

{color:#00b8d9}*Solución*{color}

Se encontró que la raÃ­z del problema es dado que nose cumple con los establecido en el contrato OAS, tambiÃ©n se ve oportunidades de mejora frente a estas (formato actual de errores).

*_Estructura respuesta ejemplo:_*

!image-20250213-201458.png|width=603,height=214,alt=""image-20250213-201458.png""!

__________________________________________________________________________________________________

h1. {color:#00b8d9}*Pulls PROD*{color}

* Rama â Release",Historia,1149461,,12/02/2025 09:31,05/03/2025 15:10,10.0,10.0,10.0,20.0,10.0,10.0,5.0,10.0,5.0,5.0,0.0,95.0,historia,"SÍ es título descriptivo. Respuesta LLM: No.

Explicación: El título menciona ajustar estructuras de respuesta, lo cual está relacionado con la descripción que indica la validación de las respuestas entregadas por el API. Sin embargo, el título también menciona AWS y API SecondaryAuth, lo cual no está directamente relacionado con el contenido de la descripción. Sería más claro si el título se enfocara únicamente en el ajuste de las estructuras de respuesta según la definición O","SÍ cumple claridad. Respuesta LLM: No, la historia de usuario no es clara, concisa y fácil de entender. La descripción es confusa y contiene elementos innecesarios como enlaces y colores que dificultan la comprensión del usuario. Sería útil simplificar la descripción y eliminar información irrelevante para hacerla más comprensible para cualquier miembro del equipo.","Promedio de m de 4 CA: [20.0, 20.0, 20.0, 20.0]","Promedio de n de 4 CA: [10.0, 10.0, 10.0, 10.0]","SÍ cumple INVEST. Respuesta LLM: No.

La historia de usuario no cumple con los criterios INVEST, ya que no es clara, específica ni se enfoca en una funcionalidad del sistema. Además, incluye información técnica innecesaria que no aporta valor a la descripción de la historia de usuario.","No se detecta plantilla 'Como..., quiero..., para...'."
1149169,Capa de Integración V2,"Dado que se consuma el api notificationsManagement. Cuando se envÃ­e el recurso ""/V1/Utilities/notification/sendMessage - POST"", se presente una falla del backend. Entonces responder HTTP_500 y dejar los logs de acuerdo a  HU  para el caso de error",,Criterio de aceptación,1148834,,12/02/2025 07:33,05/03/2025 12:45,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: No. 

El texto no está en formato Gherkin (Given/When/Then) ya que no sigue la estructura característica de este lenguaje, donde se describen los pasos con las palabras clave ""Given"", ""When"" y ""Then"". En su lugar, el texto presenta una secuencia de acciones sin utilizar estas palabras clave.","SÍ cumple SMART. Respuesta LLM: Sí. Es un criterio SMART.
- Específico: Se especifica claramente la acción a realizar y las condiciones en las que debe ocurrir.
- Medible: Se puede medir si se cumple o no el criterio basándose en la respuesta HTTP_500 y los logs generados.
- Alcanzable: Es factible de lograr si se cumplen las condiciones establecidas.
- Relevante: Es relevante para el",,
1149168,Capa de Integración V2,"Dado que se consuma el api notificationsManagement. Cuando se envÃ­e el recurso ""/V1/Utilities/notification/sendMessage - POST"" con data valida. Entonces debe responder HTTP_200 y dejar los logs segÃºnHU. No repetir trazas. Ver Rta en grafana",,Criterio de aceptación,1148834,,12/02/2025 07:31,05/03/2025 12:45,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: Sí. 

El texto está en formato Gherkin (Dado/Cuando/Entonces) ya que cumple con la estructura de las tres partes claves: Given (Dado), When (Cuando) y Then (Entonces). En este caso, el Given es ""Dado que se consuma el api notificationsManagement"", el When es ""Cuando se envíe el recurso ""/V1/Utilities/notification/sendMessage - POST"" con data valida""","SÍ cumple SMART. Respuesta LLM: Sí. Este criterio de aceptación es SMART.
- Específico: Se especifica claramente qué acción debe realizarse y qué resultados esperar.
- Medible: Se pueden medir los resultados a través del código de respuesta HTTP_200 y la verificación de los logs según el HU.
- Alcanzable: La acción de enviar un recurso con datos válidos es una tarea alcanzable.
- Relevante: Cumple con la relev",,
1149167,Capa de Integración V2,"Dado que se consuma el api notificationsManagement. Cuando se envÃ­e el recurso ""/V1/Utilities/notification/sendMessageWhatsApp -POST"", se presente una falla del backend. Entonces responder HTTP_500 y dejar los logs de acuerdo a HU  para el caso de error",,Criterio de aceptación,1148834,,12/02/2025 07:31,05/03/2025 12:45,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: Sí. Este texto está en formato Given/When/Then. 
- Given: Dado que se consuma el api notificationsManagement.
- When: Cuando se envíe el recurso ""/V1/Utilities/notification/sendMessageWhatsApp -POST"".
- Then: Entonces responder HTTP_500 y dejar los logs de acuerdo a HU para el caso de error.","SÍ cumple SMART. Respuesta LLM: Sí. Este criterio de aceptación cumple con los principios SMART:
- Específico: Se detalla claramente qué se espera que suceda.
- Medible: Se menciona que se debe responder con un código HTTP_500.
- Alcanzable: Es factible de lograr.
- Relevante: Está relacionado con el envío de notificaciones a través de WhatsApp.
- Tiempo definido: Se menciona que se",,
1149166,Capa de Integración V2,"Dado que se consuma el api notificationsManagement. Cuando se envÃ­e el recurso ""/V1/Utilities/notification/sendMessageWhatsApp -POST"" con data valida. Entonces responder HTTP_200, dejar los logs de acuerdo a descripción HU. no repetir trazas ",,Criterio de aceptación,1148834,,12/02/2025 07:30,05/03/2025 12:45,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: Sí. El texto está en formato Gherkin porque sigue la estructura Given/When/Then de manera clara y concisa. Se establece un contexto inicial (Given), se describe una acción (When) y se especifica un resultado esperado (Then).","SÍ cumple SMART. Respuesta LLM: Sí. El criterio de aceptación es SMART:
- Específico: Se enfoca en el consumo del API notificationsManagement y en enviar un recurso específico con data válida.
- Medible: Se puede medir el resultado esperado de recibir HTTP_200 como respuesta.
- Alcanzable: Es factible enviar el recurso con data válida y recibir la respuesta esperada.
- Relevante: La prueba de enviar un mensaje por WhatsApp es relev",,
1149165,Capa de Integración V2,"Dado que se consuma el api notificationsManagement. Cuando se envÃ­e el recurso ""/V1/Utilities/notification/sendEmail -POST"", se presente una falla del backend. Entonces responder HTTP_500 y dejar los logs de acuerdo a descripción HU  para el caso de error",,Criterio de aceptación,1148834,,12/02/2025 07:30,05/03/2025 12:45,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: Sí, este texto está en formato Gherkin (Given/When/Then) porque sigue la estructura de ""Dado/Cuando/Entonces"". 

- Given (Dado): ""Dado que se consuma el API notificationsManagement.""
- When (Cuando): ""Cuando se envíe el recurso ""/V1/Utilities/notification/sendEmail -POST"".
- Then (Entonces): ""Entonces responder HTTP_500 y dejar los logs de acuerdo a",SÍ cumple SMART. Respuesta LLM: Sí. Especifico: se detalla claramente la acción a realizar y las condiciones para que se cumpla. Medible: se puede medir si se presenta la falla del backend al enviar el recurso indicado. Alcanzable: es posible verificar si se presenta la falla del backend según lo especificado. Relevante: es relevante para asegurar el correcto funcionamiento del sistema. Tiempo definido: se establece claramente el,,
1149164,Capa de Integración V2,"Dado que se consuma el api notificationsManagement. Cuando se envÃ­e el recurso ""/V1/Utilities/notification/sendEmail -POST"" con data valida. Entonces responder HTTP_200, dejar los logs de acuerdo a descripción HU. no repetir trazas y ver en grafana.",,Criterio de aceptación,1148834,,12/02/2025 07:28,05/03/2025 12:45,0.0,0.0,10.0,20.0,10.0,0.0,5.0,10.0,5.0,5.0,0.0,65.0,criterios de aceptación,,,"SÍ cumple Gherkin. Respuesta LLM: Sí.

El texto está en formato Gherkin (Dado/Cuando/Entonces) ya que presenta claramente las tres secciones distintivas. En la sección ""Dado"" se establece la condición inicial (se consume el api notificationsManagement), en la sección ""Cuando"" se describe la acción a realizar (enviar el recurso ""/V1/Utilities/notification/sendEmail -POST"" con data válida) y en la sección ""Ent",SÍ cumple SMART. Respuesta LLM: Sí. Específico: Se especifica claramente lo que se debe verificar. Medible: Se puede medir si se responde HTTP_200 y si se dejan los logs según la descripción. Alcanzable: Es posible verificar si se cumple con los requerimientos dados. Relevante: Está relacionado con la funcionalidad que se está probando. Tiempo definido: Se indica que se debe verificar en un tiempo determinado.,,
